sigma,prime_index,prime,z_real,z_imag,radius,angle_rad,step_size,radius_delta
0.4,1,2,-0.7058386389384355,0.2759365747414693,0.7578582832551991,2.768925832619001,0.7578582832551991,0.7578582832551991
0.4,2,3,-1.3398929521793854,0.16096364575793437,1.349526738733129,3.0220338788515764,0.6443940149772542,0.5916684554779298
0.4,3,5,-1.7214436303169538,0.5220245994832086,1.7988545952423218,2.8471585737046703,0.5253055608807534,0.44932785650919294
0.4,4,7,-2.051259458227091,0.20257780104784923,2.061238251741773,3.0431540866815556,0.4591565499594341,0.2623836564994513
0.4,5,11,-2.353071168991523,-0.03356562029952748,2.3533105568975006,-3.127329020432968,0.38321537573562725,0.29207230515572746
0.4,6,13,-2.3078350831468644,0.3220136154144012,2.330192167937174,3.002957117704069,0.35844510923354356,-0.023118388960326364
0.4,7,17,-2.5335351221910862,0.09239094305888099,2.535219182188221,3.105141601730508,0.32197372452461703,0.20502701425104686
0.4,8,19,-2.7528746634986465,0.30856536996041595,2.770113986909491,3.029970146318589,0.30796301275837984,0.23489480472126978
0.4,9,23,-2.483622981320459,0.21421347120487805,2.4928438628579945,3.055555181776422,0.2853046602398198,-0.2772701240514963
0.4,10,29,-2.715241293209715,0.33242497478537825,2.7355148773516524,3.0197696476132068,0.2600403852888841,0.2426710144936579
0.4,11,31,-2.754635081451289,0.5825367412568432,2.8155574025184236,2.933188079483673,0.2531951150387752,0.08004252516677113
0.4,12,37,-2.585916675348678,0.4176710452330874,2.6194301200590293,2.9814580272991127,0.23589531212638193,-0.19612728245939426
0.4,13,41,-2.723661288959769,0.2379886861669703,2.734039032589233,3.054435792668767,0.22640523125235812,0.11460891253020389
0.4,14,43,-2.939238696702037,0.18442241434645432,2.9450188018252215,3.0789298405083736,0.22213276256695122,0.21097976923598827
0.4,15,47,-3.052579951970038,0.36637732604662143,3.0744880400174712,3.0221418542238525,0.21436844459374574,0.12946923819224976
0.4,16,53,-2.86684219146325,0.45148940435694385,2.902176223629502,2.98538895128803,0.2043100133433982,-0.17231181638796933
0.4,17,59,-2.775661222502648,0.27829419301418307,2.789577545072069,3.0416642995905563,0.19573081089255692,-0.11259867855743311
0.4,18,61,-2.773074694909886,0.08517336383261948,2.7743824115388493,3.1108878926763617,0.1931381494908833,-0.01519513353321944
0.4,19,67,-2.9529380587363834,0.03769416546046368,2.953178631380696,3.1288283769408745,0.186024471306991,0.17879621984184668
0.4,20,71,-3.1067849779939793,0.13448038075080568,3.1096941766508057,3.0983336302185083,0.18175930797425954,0.1565155452701097
0.4,21,73,-3.2107274004297763,0.28113073531126676,3.223011779408695,3.0542555686471347,0.1797508099412368,0.11331760275788927
0.4,22,79,-3.1272477685146898,0.43398020721555575,3.1572167214074747,3.0036994952057348,0.17416029974164132,-0.06579505800122032
0.4,23,83,-2.9682207184977534,0.4961657426746316,3.00940437261648,2.9759646807915154,0.17075316529253923,-0.1478123487909948
0.4,24,89,-2.832477838902586,0.40052515015494516,2.8606557122067144,3.001119464588967,0.16605195662293426,-0.14874866040976542
0.4,25,97,-2.873664794566789,0.24547000545846046,2.8841298297948312,3.0563789681212845,0.1604321140349801,0.023474117588116794
0.4,26,101,-2.9902407172718433,0.1390286625355706,2.99347098135874,3.0951319750813786,0.15785976446759006,0.10934115156390867
0.4,27,103,-3.1303891755671995,0.06909830359260684,3.1311516996255015,3.1195228467266567,0.15662645199472844,0.13768071826676165
0.4,28,107,-3.284204915752846,0.08076519381971013,3.2851978548008174,3.1170056011903586,0.15425757114783564,0.15404615517531584
0.4,29,109,-3.4286875795327383,0.13146255294654574,3.4312069189819043,3.103269480241606,0.15311911165941602,0.14600906418108694
0.4,30,113,-3.5286504099824625,0.24454026254572062,3.5371137465277154,3.0724019218084075,0.15092758488664562,0.10590682754581104
0.4,31,127,-3.413444262115955,0.33099617896605665,3.4294547964745745,3.0449264918573355,0.14403847399330405,-0.10765895005314086
0.4,32,131,-3.2741737419606083,0.36002097103502095,3.2939078299383744,3.032074813573956,0.14226284243957513,-0.13554696653620013
0.4,33,137,-3.147014516871386,0.30208140915335546,3.1614796452223635,3.0458960161333306,0.1397371151710626,-0.13242818471601092
0.4,34,139,-3.0349520041023594,0.21996341912481895,3.0429126791543015,3.069242421622862,0.13892937433975247,-0.11856696606806194
0.4,35,149,-3.0408374322643223,0.08496983219657409,3.0420243526052504,3.1136570176145235,0.13512182198447162,-0.0008883265490511327
0.45,1,2,-0.6817951837095019,0.2665371620218711,0.7320428479728127,2.768925832619001,0.7320428479728127,0.7320428479728127
0.45,2,3,-1.2819598155062644,0.1577094415111575,1.2916242629010253,3.019185560900626,0.6099516849811151,0.5595814149282126
0.45,3,5,-1.634009313648841,0.4908534636324673,1.70614288963473,2.849770574115014,0.4846893733285307,0.41451862673370465
0.45,4,7,-1.9332472090915405,0.20102326271272808,1.9436705285649367,3.0379828211899986,0.4165871618691008,0.23752763893020679
0.45,5,11,-2.2009583548732614,-0.008439205584482884,2.200974534172831,-3.1377583401380478,0.33991731818329274,0.2573040056078941
0.45,6,13,-2.161167080164197,0.30434097388815873,2.182490911040097,3.0016901041610535,0.3153011040480355,-0.018483623132733662
0.45,7,17,-2.35705569178249,0.10504784715993562,2.359395385338619,3.0970547244469837,0.2794460565526986,0.17690447429852174
0.45,8,19,-2.546368174431005,0.2916285119953051,2.5630134741674078,3.0275622439130374,0.26580361279891,0.20361808882878885
0.45,9,23,-2.3161858170708993,0.21096739113894994,2.325773845266208,3.0507593270399367,0.24390599430448368,-0.23723962890119976
0.45,10,29,-2.5119138322689207,0.31086149182839695,2.5310760493998816,3.018463851045986,0.21974596079543804,0.20530220413367362
0.45,11,31,-2.54509255486499,0.521513711078839,2.59797472344756,2.939480882656816,0.21324911514058678,0.06689867404767824
0.45,12,37,-2.4042440057288625,0.3838814596625876,2.4346979718552046,2.9832608664957125,0.1969287953135812,-0.16327675159235522
0.45,13,41,-2.5186464839280607,0.2346479860119936,2.529553278415513,3.048696481625227,0.1880387105782758,0.09485530656030816
0.45,14,43,-2.6972663759820343,0.1902648486947784,2.703968678748351,3.0711694239097667,0.18405142953938713,0.1744154003328382
0.45,15,47,-2.7907602434753906,0.3403573138261712,2.8114383930005986,3.02023334482157,0.17683000692213866,0.1074697142522476
0.45,16,53,-2.6384649748212725,0.4101447754420183,2.670152834610971,2.98737864514596,0.1675235465635006,-0.14128555838962775
0.45,17,59,-2.564101169977136,0.2688932067972818,2.578161819308447,3.0371061550817884,0.15963076494052006,-0.09199101530252385
0.45,18,61,-2.561995207523672,0.11165335504534665,2.564427014962045,3.0980395866277886,0.15725395402604647,-0.013734804346401841
0.45,19,67,-2.707755412797863,0.07317649375604429,2.7087440216407592,3.114574449999372,0.15075313030332252,0.14431700667871405
0.45,20,71,-2.8320710861357425,0.1513843875618201,2.8361142201476217,3.0881898798750025,0.14687021921065516,0.1273701985068625
0.45,21,73,-2.915944957861626,0.26972041185985873,2.928392749931691,3.0493566541858623,0.14504565145138268,0.09227852978406936
0.45,22,79,-2.8488485653062616,0.3925725128274591,2.875769692773608,3.0046546629919044,0.13998058653290832,-0.05262305715808324
0.45,23,83,-2.7213465356616156,0.44243058404695823,2.7570766744611235,2.9804249331941435,0.13690359684549142,-0.11869301831248436
0.45,24,89,-2.612892040387394,0.36601661507573136,2.6384034902249685,3.0024172381053167,0.13267054005739873,-0.11867318423615503
0.45,25,97,-2.645657865247318,0.24266421787073814,2.6567633433521722,3.0501268844259637,0.12762998540691625,0.018359853127203785
0.45,26,101,-2.738211353792901,0.15815690809018235,2.7427750592451066,3.0838975520126573,0.1253300987325238,0.08601171589293433
0.45,27,103,-2.849370822768911,0.10269128499342639,2.8512207185099476,3.1055682591685305,0.12422907424810024,0.10844565926484107
0.45,28,107,-2.9711383791742265,0.11192732749524566,2.9732458685487613,3.103938929241712,0.12211732994959004,0.12202515003881365
0.45,29,109,-3.085411586006046,0.15202452430602442,3.0891545948771837,3.092360428348168,0.12110388512227885,0.11590872632842242
0.45,30,113,-3.1643311400540153,0.24129813104749157,3.173517977255298,3.065484295981917,0.11915566655329672,0.08436338237811425
0.45,31,127,-3.073906774693004,0.30915667435259464,3.0894142986657362,3.0413552095732657,0.113054622861837,-0.08410367858956169
0.45,32,131,-2.9647638385681505,0.33190270146074796,2.9832841000679595,3.030107719891512,0.11148794668105913,-0.10613019859777673
0.45,33,137,-2.8653351195406076,0.28659842711597355,2.8796326164457398,3.041901570112141,0.10926366020486696,-0.10365148362221976
0.45,34,139,-2.7777743406034068,0.22243499731250302,2.7866660394356737,3.061686457970693,0.10855337734144557,-0.09296657701006605
0.45,35,149,-2.782357012344202,0.11732262842780339,2.784829463949662,3.0994509845640152,0.10521221874305786,-0.0018365754860116823
0.5,1,2,-0.6585707368309969,0.25745792780545296,0.7071067811865476,2.768925832619001,0.7071067811865476,0.7071067811865476
0.5,2,3,-1.2266570627777507,0.15444695942998368,1.236341948224562,3.0163429082795874,0.5773502691896258,0.5292351670380143
0.5,3,5,-1.551486387541141,0.46183256379973925,1.618764753665986,2.852273888492285,0.4472135954999579,0.38242280544142404
0.5,4,7,-1.8229812961886829,0.19887314214764124,1.833796971565131,3.0329301067349976,0.37796447300922725,0.21503221789914506
0.5,5,11,-2.060444770996327,0.013077046813615961,2.060486268694716,3.135246028134175,0.30151134457776363,0.22668929712958485
0.5,6,13,-2.0254429463820256,0.2882096497467228,2.04584552966636,3.0002469073148204,0.2773500981126146,-0.014640739028355831
0.5,7,17,-2.1954577515377487,0.11524001241222906,2.1984801566645893,3.0891505832649844,0.242535625036333,0.15263462699822927
0.5,8,19,-2.358853808048555,0.27627823043542343,2.374978094290071,3.0249999265393166,0.2294157338705618,0.1764979376254816
0.5,9,23,-2.162071685050374,0.20732130955075861,2.1719889725066297,3.0459948249650495,0.20851441405707477,-0.2029891217834412
0.5,10,29,-2.3274707660680862,0.29173637111672496,2.3456833284000465,3.016898172393614,0.1856953381770519,0.17369435589341675
0.5,11,31,-2.355414959359585,0.46915448343172056,2.401683900953454,2.944984482248457,0.1796053020267749,0.0560005725534074
0.5,12,37,-2.2378325671830797,0.35425710279544337,2.2656991622071616,2.9845918179968636,0.1643989873053573,-0.13598473874629224
0.5,13,41,-2.3328484569155856,0.2303126612065633,2.344189805635516,3.0431856032420046,0.15617376188860604,0.07849064342835455
0.5,14,43,-2.480846645461934,0.19353834761014238,2.4883844498580587,3.0637373179382634,0.15249857033260467,0.14419464422254258
0.5,15,47,-2.5579686363750964,0.3173478555740742,2.577578942751537,3.018160891651049,0.14586499149789456,0.08919449289347847
0.5,16,53,-2.4330944654410587,0.3745699314000931,2.461757768601326,2.9888438736759846,0.137360563948689,-0.11582117415021109
0.5,17,59,-2.372446113773659,0.25937040890802593,2.3865819851362438,3.0326989655410315,0.13018891098082386,-0.07517578346508236
0.5,18,61,-2.370731429628085,0.13134501111043367,2.3743670784800783,3.0862464974651482,0.128036879932896,-0.012214906656165425
0.5,19,67,-2.4888546370983344,0.1001635905002568,2.4908693561621784,3.101369506402342,0.12216944435630522,0.11650227768210009
0.5,20,71,-2.589307650470504,0.16335931145274096,2.5944556988746976,3.078586202595318,0.11867816581938534,0.10358634271251921
0.5,21,73,-2.6569876813321596,0.25884775870973453,2.6695665754837243,3.044477605357198,0.11704114719613057,0.07511087660902671
0.5,22,79,-2.6030592464473146,0.3575896027221506,2.627505997041652,3.005074308303524,0.1125087900926024,-0.04206057844207223
0.5,23,83,-2.5008328166558242,0.39756396729708565,2.532236538113235,2.983939278540935,0.10976425998969033,-0.0952694589284171
0.5,24,89,-2.4141809231622893,0.3365114947004346,2.4375211826415466,3.0030955171447973,0.105999788000636,-0.09471535547168841
0.5,25,97,-2.4402474109965513,0.23837986594343424,2.4518630441691847,3.044214857286865,0.10153461651336192,0.014341861527638056
0.5,26,101,-2.5137286929215534,0.17128671200304874,2.5195577150218083,3.0735573295657677,0.0995037190209989,0.0676946708526236
0.5,27,103,-2.601895396239745,0.1272938683795722,2.6050073669570715,3.092708115634904,0.0985329278164293,0.08544965193526322
0.5,28,107,-2.698292148451358,0.134605540936261,2.701647491817722,3.091748514401197,0.09667364890456637,0.09664012486065054
0.5,29,109,-2.7886723051981988,0.16631893231942832,2.793627608151686,3.082022315785528,0.09578262852211515,0.09198011633396419
0.5,30,113,-2.8509784242137344,0.23679946193822315,2.8607956866065183,3.058723853583004,0.09407208683835971,0.06716807845483208
0.5,31,127,-2.780005077718233,0.2900610788425282,2.7950963599844725,3.037630498451302,0.08873565094161137,-0.0656993266220458
0.5,32,131,-2.694472400072837,0.30788658980486416,2.7120058382931154,3.027820104206947,0.08737040566610381,-0.08309052169135711
0.5,33,137,-2.6167268007227196,0.272462137025975,2.6308733845879626,3.0378432495160044,0.0854357657716761,-0.08113245370515276
0.5,34,139,-2.548310612127237,0.22232762054896155,2.55799072452174,3.054567907006305,0.0848188929679971,-0.07288266006622246
0.5,35,149,-2.551878896321004,0.14048217630259152,2.555742777226851,3.086597676769912,0.08192319205190404,-0.0022479472948893076
0.55,1,2,-0.6361373998718637,0.24868796563699713,0.6830201283771977,2.768925832619001,0.6830201283771977,0.6830201283771977
0.55,2,3,-1.1738599790273891,0.15118284878023724,1.183555450381388,3.013506532221502,0.5464913722529577,0.5005353220041904
0.55,3,5,-1.4735737714995714,0.4348016547612557,1.5363828100556831,2.8546685038917072,0.41263541353615896,0.352827359674295
0.55,4,7,-1.7198978051333778,0.196221764825098,1.731055008107393,3.0279946313155532,0.34292257643319096,0.19467219805170988
0.55,5,11,-1.9305311790374198,0.031418068382503134,1.930786815849046,3.1253197772755503,0.26744471683572835,0.199731807741653
0.55,6,13,-1.8997423255692185,0.2734345200783107,1.9193194992834306,2.9986419813401604,0.24396703955517335,-0.011467316565615393
0.55,7,17,-2.0473008473911127,0.1233114529620711,2.051011085820841,3.081434098791035,0.21050048133590893,0.13169158653741042
0.55,8,19,-2.188328374523867,0.26230392405744574,2.2039928364952104,3.0222968387700737,0.19800926854664724,0.15298175067436937
0.55,9,23,-2.0200999995268583,0.20335288435689491,2.030309435446893,3.041265864955699,0.17825827115707732,-0.17368340104831725
0.55,10,29,-2.159869750800463,0.27468745336551986,2.1772667584518186,3.0150939551287856,0.15692101231744468,0.14695732300492548
0.55,11,31,-2.183405254207853,0.42411472590706145,2.2242148738001193,2.949737187268898,0.15126939445850712,0.04694811534830068
0.55,12,37,-2.0852457840908607,0.3281967419953432,2.1109152236707813,2.9854833173580064,0.13724263627363542,-0.11329965012933796
0.55,13,41,-2.1641603272351104,0.22525586536100667,2.1758515865880916,3.037881452313885,0.12970863194834542,0.06493636291731031
0.55,14,43,-2.286786444411253,0.1947859566922618,2.2950672781571306,3.0566188638054372,0.12635497595258616,0.119215691569039
0.55,15,47,-2.350403467023272,0.29691496262771555,2.36908314603503,3.0159331546601185,0.12032231471918288,0.07401586787789949
0.55,16,53,-2.2480131649195463,0.3438340779820291,2.2741559011715418,2.989818674554447,0.11262849262297524,-0.09492724486348836
0.55,17,59,-2.198550626421389,0.24988163476507508,2.2127055132418203,3.028420864892831,0.10617723061521561,-0.06145038792972146
0.55,18,61,-2.1971545228421214,0.14564277738501513,2.2019763431631167,3.075402488072632,0.1042482061865072,-0.010729170078703554
0.55,19,67,-2.2928808708999626,0.12037353871301659,2.2960384310723687,3.089141985723711,0.09900539447703535,0.09406208790925197
0.55,20,71,-2.3740517130360406,0.17143870556973229,2.380233762876408,3.069504237158649,0.09589763750575046,0.08419533180403915
0.55,21,73,-2.4286645082150318,0.24849084259765142,2.4413436858251347,3.039631622551662,0.09444357690087593,0.06110992294872686
0.55,22,79,-2.3853197622701705,0.32785417201717554,2.4077455692796303,3.0050018673783296,0.09042845269922778,-0.033598116545504375
0.55,23,83,-2.303358377207989,0.35990414475147725,2.331306673791227,2.9865940476528703,0.08800493959761956,-0.07643889548840344
0.55,24,89,-2.2341261095455933,0.3111250476786848,2.255685764606053,3.003222277043926,0.0846906559008401,-0.07562090918517406
0.55,25,97,-2.2548630142601382,0.23305752097712887,2.2668751666473215,3.038600633756943,0.08077473579305765,0.011189402041268615
0.55,26,101,-2.313202239266037,0.17979004249085934,2.3201786696554803,3.0640251530986733,0.07899930024104053,0.05330350300815878
0.55,27,103,-2.38313211249776,0.1448968927879607,2.387532989333894,3.080866377831144,0.07815189739471261,0.06735431967841388
0.55,28,107,-2.459444178792469,0.15068514631383023,2.464055941312165,3.080401175594854,0.07653127034779834,0.07652295197827108
0.55,29,109,-2.5309270133085735,0.17576767758822576,2.5370230237780294,3.072256037103312,0.07575571929292095,0.07296708246586414
0.55,30,113,-2.580117008280143,0.23141127973069905,2.5904738865317816,3.052141772052875,0.07426887682396208,0.053450862753752215
0.55,31,127,-2.5244106077689543,0.27321588821612197,2.5391525826917425,3.033782720255514,0.0696478883278772,-0.05132130384003908
0.55,32,131,-2.457380718296105,0.2871853097576299,2.4741049688309644,3.0252539511786276,0.06847007244736013,-0.06504761386077806
0.55,33,137,-2.3965896482971583,0.2594861164070472,2.4105963965237125,3.033739730404576,0.06680418777209848,-0.06350857230725193
0.55,34,139,-2.34313221086059,0.2203131833191096,2.3534669014703895,3.0478432003792317,0.06627379802000678,-0.05712949505332299
0.55,35,149,-2.345910645103248,0.15658446314124347,2.3511306745704226,3.0749436783192774,0.06378925828342524,-0.002336226899966931
0.6,1,2,-0.6144682247240245,0.24021674057518916,0.6597539553864471,2.768925832619001,0.6597539553864471,0.6597539553864471
0.6,2,3,-1.1234499743758755,0.14792319200279824,1.1331465552422828,3.0106770382861376,0.5172818579717866,0.4733925998558357
0.6,3,5,-1.399990146552419,0.4096128286109505,1.4586826521922194,2.8569545811135613,0.3807307877431757,0.32553609694993657
0.6,4,7,-1.6234769509565428,0.19315219174030732,1.6349266587407636,3.0231748935963023,0.3111294892118257,0.17624400654854422
0.6,5,11,-1.8103116556964558,0.046969042345729906,1.8109208656618097,3.115653193240916,0.23722714866171576,0.17599420692104606
0.6,6,13,-1.7832286819277385,0.25985534613892236,1.8020625219361062,2.996889338807756,0.21460211045300662,-0.008858343725703488
0.6,7,17,-1.9112970424585711,0.12956117643557494,1.9156832940103254,3.0739091534480028,0.18269667656457247,0.11362077207421928
0.6,8,19,-2.033018238391255,0.24952591063560228,2.048273989902232,3.0194667751803714,0.1709022732176668,0.13259069589190675
0.6,9,23,-1.8892003665086765,0.19912886510063016,1.8996658468617007,3.036576633084442,0.15239239637031693,-0.1486081430405315
0.6,10,29,-2.00731216768001,0.25940982256542766,2.024004840547484,3.0130725403713843,0.13260539735926807,0.1243389936857835
0.6,11,31,-2.027134529873868,0.38526230452375887,2.063419842274932,2.9537798847646326,0.1274039766177515,0.03941500172744794
0.6,12,37,-1.9451895941118447,0.3051885936459341,1.9689851789011987,2.9859673126795037,0.11457212431821107,-0.09443466337373341
0.6,13,41,-2.0107313170510044,0.21969202803636012,2.0226974604602623,3.0327645723149947,0.10772827009130773,0.0537122815590636
0.6,14,43,-2.1123350242408923,0.1944457285548652,2.121265753268082,3.0497988427895097,0.10469330901369864,0.09856829280781954
0.6,15,47,-2.1648119574488938,0.2786907435370951,2.182677104302643,3.013560156422222,0.0992524612706063,0.06141135103456108
0.6,16,53,-2.080857254194607,0.31716196908865757,2.1048892196432845,2.990337879365314,0.09234948507682408,-0.07778788465935849
0.6,17,59,-2.0405174486200264,0.24053785298572128,2.0546459346665453,3.0242533536402743,0.08659419774067571,-0.05024328497673913
0.6,18,61,-2.0393807347773785,0.15566610429504996,2.0453131098703485,3.0654102929823357,0.08487936053112405,-0.009332824796196793
0.6,19,67,-2.1169568005542825,0.1351880628663017,2.1212689381015712,3.0778196265649997,0.08023338558343451,0.07595582823122271
0.6,20,71,-2.1825467255540385,0.17645116148756543,2.189667833626134,3.0609216544128843,0.07748988043158783,0.06839889552456269
0.6,21,73,-2.2266152249221767,0.23862655538197602,2.2393655335359397,3.034830056643939,0.0762090036838476,0.04969769990980577
0.6,22,79,-2.1917770731190256,0.3024144876365115,2.2125418099061216,3.0044815233533257,0.0726814771614378,-0.026823723629818108
0.6,23,83,-2.126063454292533,0.32811097495262426,2.151232814820995,2.9884727211031494,0.07055911818936429,-0.06130899508512666
0.6,24,89,-2.0707489459484636,0.28913793733371174,2.0908376177867725,3.0028599675078587,0.0676652975652316,-0.06039519703422247
0.6,25,97,-2.0872459600408226,0.22703218404605532,2.099556931902409,3.033247427837798,0.06425944339465392,0.008719314115636756
0.6,26,101,-2.133563404226984,0.18474136750751052,2.1415466776900245,3.0552199060980163,0.06272016262283639,0.041989745787615274
0.6,27,103,-2.1890286420793763,0.1570656867397602,2.194656243195027,3.069964089493136,0.06198657851487586,0.053109565505002454
0.6,28,107,-2.2494407548172,0.16164793226839663,2.255241398041288,3.0698545836913147,0.06058564466548386,0.06058515484626126
0.6,29,109,-2.3059774528533583,0.18148603055090823,2.3131081237921385,3.063052117885947,0.05991617785121425,0.05786672575085028
0.6,30,113,-2.3448124123009153,0.2254160418055938,2.3556225590666555,3.045753236208186,0.05863446055119988,0.04251443527451704
0.6,31,127,-2.3010889131122494,0.2582281378739397,2.3155327588349848,3.0298402260292163,0.054666059211357226,-0.04008980023167075
0.6,32,131,-2.2485592109395935,0.2691756354585348,2.264613443355354,3.0224493521843074,0.05365833871554931,-0.0509193154796308
0.6,33,137,-2.201025276896917,0.24751699990918918,2.214898854300845,3.0296078138359226,0.052235728954738485,-0.049714589054508984
0.6,34,139,-2.159255957735029,0.21690897185698665,2.1701234511166114,3.041473107022683,0.05178346651675684,-0.044775403184233564
0.6,35,149,-2.1614193775809762,0.16728678686055187,2.167883436635988,3.0643499148829076,0.04966932281851884,-0.002240014480623387
